mouseId	genotype	cage	time	initialBodyWeight	lowestBodyWeight	bodyWeightAtDay8	bodyWeightDay8Fracion	maxWeightLossPercent	numberSequencesPerSample	shannonEntropy	"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"	"MDS29"
1	KO	00m.1	0	23.5	23.3	23.4	0.99574465	0.85	129922.0	0.35264908844987486	-0.0452438944006247	0.0951473324764859	-0.0613971712932046	0.0534812367925513	0.06877407089684	0.0251167123570847	0.146575177277302	0.135209133237632	0.0635332694513266	-0.148939613479043	0.172517021859034	-0.111395142462343	0.245452817335187	-0.0536299026396706	0.00105851304218239	-0.0246541898910461	0.00744317787455493	0.152549689197354	-0.00494468162027845	0.0337371229193022	0.0584871479337876	0.0752395108781245	-0.144847894960979	0.047767450648893	-0.0354123080929896	0.0628962217256719	-0.0136312158269303	-0.00128595096937151	0.0817559942450232
2	KO	00m.1	0	24.0	19.1	19.8	0.825	20.42	159142.0	0.28331198181350664	-0.0151085816137037	0.0805179702597245	0.0975556875679568	0.150831848401819	0.0640171064707291	0.103802493847416	-0.0728587344759897	0.168241186441633	-0.134903628948699	0.11777880225208	-0.0448010040184721	-0.138909600226613	-0.0310272055537285	0.149443446407313	0.0858912419193199	0.116888112203204	-0.0609550859567076	0.0633498694949384	0.116225129320325	0.230127168324849	0.0341364854070496	-0.0946276334533891	-0.0740146768807907	-0.0996981244089758	-0.0923970833541703	-0.0850932849077653	-0.0561524010069732	-0.000692884753160672	0.0520854589262987
3	KO	00m.1	0	19.1	19.1	19.5	1.0209423	0.0	159156.0	0.5790494090369993	-0.0987055395524657	-0.064361379432965	-0.0720776796461331	-0.0699834031496164	0.0738829676812443	0.11371431860742	0.00194700366411662	0.111896185344326	0.0746450843654737	-0.0811305429031029	-0.103310821574409	-0.107096685013126	0.119360983953495	0.060469797925578	-0.0286279242298647	0.0187208980300813	-0.0840079140492078	-0.346491563432943	-0.0359110848515087	-0.200074646669112	-0.0377425088912623	0.111702301369534	0.133349064910319	0.16753045977005	0.0889235034474401	0.229703530160322	0.0564967642286885	-0.0160995570166958	-0.131719680479772
4	KO	00m.2	0	20.8	20.8	20.9	1.0048077	0.0	152759.0	0.39160256759648226	-0.0731420644376701	-0.0763029574251644	-0.0744006558411441	0.0297953816219691	0.202446142983382	0.0514319538461911	0.0149616889850838	0.151439757201421	0.103559782599728	0.119384531480936	-0.0736463392822926	-0.0432308053188899	-0.0494092327079055	-0.0107925465536997	0.131232655658321	-0.119638229091622	-0.242964096337861	-0.129014805636491	0.0837016921764408	0.139011388197315	-0.201212137490673	0.1015662511977	0.174191544764214	-0.141775539432278	-0.188588484563558	-0.0312169875664676	0.177028571836529	0.129430846313237	0.238504517263805
5	KO	00m.2	0	24.6	23.9	24.0	0.9756097	2.85	132155.0	0.49648189873109744	-0.110279449633413	-0.0217964349209432	-0.127904776632472	-0.11287772787259	0.0316105249169989	-0.0265721852212035	-0.108575447032455	0.195393712232421	0.213906124297959	-0.0866267903376762	0.122411300098021	0.0520057820898216	0.0613412786976511	0.0719370954534712	0.119467363435848	-0.175167497707933	-0.081833925527893	0.0493503890606993	0.158521312449414	0.0360927210058845	-0.0145101723411406	-0.116525438661589	0.0894646114907907	0.040095389816173	0.157665073511145	0.120849309690296	0.0174663931051885	-0.120581032343195	0.0926767999759984
6	KO	00m.2	0	21.9	21.8	21.8	0.99543375	0.46	132953.0	0.304904051228045	-0.0640328651995467	0.0306592908825483	0.0563832003948672	0.194312900167325	0.0217169861925308	0.0374073106570474	0.0833344629885527	0.047578294843145	-0.183243477118521	0.057932653430603	0.145445124392668	-0.0365951837207714	-0.0274512071667924	-0.0214749677216174	0.0397749374850943	-0.0399720339049673	-0.0749159003245792	-0.0627379981509046	-0.0646073981801283	0.0582345822661048	0.0729164233681595	-0.0419984332001525	0.133349781098799	-0.0719159791563485	0.0544400511824061	0.122937127996178	0.223670505488371	0.0369384785399172	-0.0755952238685143
7	KO	00m.3	0	18.8	18.8	19.5	1.0372341	0.0	141535.0	0.28760755056221077	-0.0599554662655247	0.0129111029721185	0.0916885857059193	0.222914854367783	0.0306091784841649	0.068002283165657	0.128851255721647	0.0171968824646043	0.0925442140015214	-0.0911194678105391	0.143451930353437	-0.191483360083791	0.0641368955956631	-0.00334130333632105	0.00384996818733421	-0.0250972013479589	-0.102361707448942	0.11298452864455	0.0426143351868051	0.0245244633727452	0.0794113007715407	0.0371608283484137	0.0263897927514604	-0.0325804046107836	0.0676911873635882	-0.0759728825803784	-0.281410017502382	-0.0174521022277211	-0.0136952581009725
8	KO	00m.3	0	18.4	18.4	19.0	1.0326087	0.0	130614.0	0.6331268068602768	-0.147156957186693	-0.0732425975272504	-0.018585511849931	0.0171718110285909	0.0269892866152941	0.107198315805163	-0.0148854252369813	-0.0421559149600678	-0.101793744080426	-0.0231367711745139	-0.00143012367536165	0.168216978784882	0.061813258819127	-0.0627926151803583	0.0397073574674709	0.0068825488632335	-0.0695420436170824	-0.0291352802360047	0.0917362509599174	-0.112529143545422	0.244870085233875	-0.252402223558249	0.0221185628260571	0.10788111779083	-0.130686068025121	-0.00728815806797937	0.0955589904503866	-0.0132641817587139	4.32045371950225e-05
9	KO	00m.3	0	19.4	19.0	19.4	1.0	2.06	119074.0	0.3751911943357775	-0.130759627711165	-0.0219990307761686	-0.0915875555277473	0.0506048119200994	0.146302663329762	-0.0311171757506981	-0.0147702048402072	0.0467221221965131	-0.102656731833753	0.293629685324007	-0.0419544253736626	0.0247895732772692	0.0418623201845042	0.027264518186309	-0.130262164059426	-0.168387883968526	-0.040477339677318	0.109373007194882	0.014350344706506	-0.0122792424828793	-0.111886767647075	-0.0330888389840751	0.129761760383633	0.13925560223617	-0.0694391076328578	-0.237695808851019	-0.0246197975235339	-0.197996756829395	-0.160893715139851
10	KO	04m.1	4	25.2	23.8	23.8	0.94444436	5.56	138936.0	0.49288609634621344	0.0210304257173801	0.192090081564686	-0.00435926123602225	0.12549969056532	-0.0192108517097515	0.0285177965728584	-0.0334304710529096	0.179850067036059	0.142483817607962	-0.100044068798464	-0.0461598382915881	0.178588641130764	-0.142399752125003	-0.19235897776266	-0.172285821049908	0.136325930561405	0.324357422910737	-0.0109104771890314	-0.12089905143466	-0.0355073066658185	-0.0697837767451025	-0.0670461544410475	-0.00793293998289535	0.0586521171884021	0.0301366408707135	0.054367192400725	-0.107358612887795	-0.0466797117252173	0.11351593738887
11	KO	04m.1	4	25.0	24.7	25.3	1.012	1.2	134795.0	0.6532205315172441	-0.129212035457761	0.0142952734536384	-0.128848795992555	-0.142060865830808	-0.0162463476350334	0.02909872900016	0.161904921653116	-0.0494855397426068	-0.0482034030995657	-0.128174552019782	0.0161355599581328	0.167507593422513	0.0842418287910251	-0.0335478800972027	0.0743253173186578	0.174655840749501	0.17846089289121	-0.119112515163674	0.190667936518392	-0.0672328755405612	-0.0107315149944669	-0.0285446274145411	0.153874930257597	-0.0390479944333119	-0.0330153744242785	-0.251305698192749	-0.0754752863558509	0.074309481692304	-0.00628152227801851
12	KO	04m.2	4	26.4	23.7	23.9	0.905303	10.23	133513.0	0.5469509745378086	-0.115533874573103	0.0537004725335817	-0.21312922869645	0.00697761351422819	-0.0211837827173256	-0.122280581123945	0.021175841531502	-0.168804625842979	-0.0139378530153341	-0.032166891589173	0.00491753775644009	-0.00602138670410818	0.087396186840564	-0.0744957722089023	-0.12440787889842	-0.13631450862224	-0.104009467351808	0.146288290048977	-0.0469210299754479	0.155029831857121	0.0936017270130935	-0.0514383759082895	0.0998133797725313	-0.0298107224950397	-0.0163539261462157	0.0821376066116307	0.100075686440231	0.0708932321314546	-0.0128119422512038
13	KO	04m.2	4	25.2	22.1	22.1	0.8769841	12.3	142723.0	0.6066882210135401	-0.0810111438599373	0.0899932113726605	-0.120473057429812	0.0605900485478757	-0.265708468289124	-0.0133381116105349	-0.00350907930191281	-0.0619038361691766	-0.117004314281548	-0.136511044384046	-0.131980379093157	-0.111556733623445	-0.111171437746308	-0.0409612872929439	0.283097739214887	0.0103488205331533	0.0539547602237699	0.0368710939046141	0.288646953853154	-0.123740434828696	-0.0767185139321085	-0.0360867194319809	-0.0215549616820773	0.143756915524965	-0.07825723182611	0.00233101880873759	0.0985752514291326	0.056559173192509	0.0355932329062864
14	KO	04m.3	4	20.1	18.1	18.9	0.9402985	9.95	146182.0	0.565189433486615	-0.0603123536916047	0.077854903599905	-0.121951357357047	-0.0167262149217253	0.147688215849202	-0.0720367228485353	0.201872981413368	-0.0121810847926997	0.088549599067368	-0.0992089317281542	0.0803314304470716	0.0261025863330539	-0.0974329808999182	0.0609961185876518	-0.0814659661130961	-0.10522448914152	0.140635117804838	-0.0785964916937844	-0.116714235579118	-0.0451949956630836	0.101532908569244	0.0918889052408121	-0.119971354983148	-0.228739351055975	0.0574381653052865	-0.236778295541264	0.182568092732096	0.0284710534531503	-0.223179495679545
15	KO	04m.3	4	18.9	18.1	18.1	0.957672	4.23	149748.0	0.5495322980014401	-0.0978888459308546	0.0247008328507746	-0.17696742899285	-0.0935199905479557	0.106238825029856	-0.156701744459828	-0.105432535967436	-0.0174620508045821	0.209738262102496	0.130216864196559	-0.0849415302894218	-0.0108537975697072	-0.158726908557293	-0.0206353540885417	-0.0209725756307705	0.174816990580018	0.0430351365387134	0.126570018345117	-0.0477477598372893	-0.0491761428141456	0.010009690673176	0.0477290847775727	-0.0167865275120683	-0.0471604627131888	-0.0768495046866982	-0.0390390733074662	0.00369728075146	-0.158692920790889	0.0812247630771182
16	KO	04m.4	4	19.4	15.1	15.3	0.7886598	22.16	129431.0	0.7836355202498586	-0.18679555850184	-0.130468860292759	0.0464301885702004	0.0570536048643158	-0.0843170888114796	0.0164852568505872	-0.17633178770707	-0.145347474889534	0.0365235778337078	-0.0608966780398279	0.185595289791809	0.0409154092105785	0.195971716427578	0.131473129711228	-0.103836935784884	0.0837896641172819	-0.0551479044018478	0.145401656292015	-0.10453000151968	-0.0361922666803123	-0.144798971535248	0.377149605697031	-0.0669621669809681	-0.0326717548888961	0.0189842390709415	-0.0170202510032406	0.0256160371430188	0.0937222066353208	-0.0455043685196397
17	KO	04m.4	4	20.2	18.2	18.4	0.91089106	9.9	158135.0	0.726890565740019	-0.122743874494657	-0.053575140507119	-0.0789473817580878	0.00245987981316079	0.0490847892332864	0.0777928694142444	-0.0270687395986976	-0.146668234474652	-0.00422722802460193	-0.00858137093426921	-0.211601640756205	-0.0674373462557556	-0.0756884107045547	0.0226006936836343	0.117783387338606	-0.122385057956041	0.168838340541274	0.0259761511488187	0.135141825130194	0.124737424846382	0.0709407961058232	-0.0763723885339962	-0.166324333602708	0.0478717270954965	0.0816240203707006	-0.209777052904519	-0.0845766080096628	0.359316709482168	0.00657083962675822
18	KO	12m.1	12	25.0	22.5	22.5	0.9	10.0	157066.0	0.9545370190253459	0.0258074938238207	-0.209356668968226	-0.164184184630617	-0.051431858633685	-0.0771569382381612	0.0488888563433485	-0.110959506074382	-0.162972281670008	-0.0611230981942834	-0.0374551885964029	-0.126545431577538	-0.0928585972088785	0.181113229439373	0.0663393370095366	-0.0442880087824578	-0.0428676079432088	0.162213047193955	0.028524899548774	-0.0164785590300911	0.0984143416872359	0.0453278970713681	0.0974727149846241	0.132030416870062	0.00548397869391236	0.203905415608552	0.0242363316446072	0.205774278854468	0.141364548054094	0.146654277914735
