mouseId	genotype	cage	time	initialBodyWeight	lowestBodyWeight	bodyWeightAtDay8	bodyWeightDay8Fracion	maxWeightLossPercent	numberSequencesPerSample	shannonEntropy	k__Bacteria;p__Acidobacteria;c__Solibacteres	k__Bacteria;p__Actinobacteria;c__Actinobacteria	k__Bacteria;p__Actinobacteria;c__Coriobacteriia	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	k__Bacteria;p__Bacteroidetes;c__Cytophagia	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	k__Bacteria;p__Chlamydiae;c__Chlamydiia	k__Bacteria;p__Cyanobacteria;c__4C0d-2	k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	k__Bacteria;p__Deferribacteres;c__Deferribacteres	k__Bacteria;p__Firmicutes;Other	k__Bacteria;p__Firmicutes;c__Bacilli	k__Bacteria;p__Firmicutes;c__Clostridia	k__Bacteria;p__Firmicutes;c__Erysipelotrichi	k__Bacteria;p__Fusobacteria;c__Fusobacteriia	k__Bacteria;p__OD1;c__ZB2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	k__Bacteria;p__Spirochaetes;c__[Leptospirae]	k__Bacteria;p__TM7;c__TM7-3	k__Bacteria;p__Tenericutes;c__CK-1C4-19	k__Bacteria;p__Tenericutes;c__Mollicutes	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae
36	WT	00m.2	0	24.2	23.1	23.1	0.95454544	4.55	135184.0	1.2700820798325054	0.0	3.4151010616569075	3.6085869462893743	4.461336295164536	0.0	0.0	0.0	0.0	0.0	2.3308801097905225	0.0	0.4506305473148397	0.0	3.270558575658818	4.202399667261053	4.833058075316964	0.0	0.0	1.811486032537485	2.8616881704648516	2.6364149307908726	0.0	0.4506305473148397	0.0	1.857794517238568	0.0	2.3081267933057847	0.2813149854696724
37	WT	00m.3	0	18.4	14.9	14.9	0.8097826	19.02	133621.0	0.8480137718457512	0.0	3.5474374279314356	3.76643527286014	2.2343935562396293	0.0	0.0	0.0	0.0	0.0	0.5758450065497702	0.0	1.267548600783505	0.0	3.906496525617378	3.9604533401657984	4.981800048952185	0.0	0.0	0.28373032188405484	0.7489233559592895	2.7183307903134146	0.0	0.5758450065497702	0.0	0.8150054611183792	0.0	0.8723477630678155	0.28373032188405484
38	WT	00m.3	0	19.1	15.7	15.7	0.8219895	17.8	139902.0	1.1018477653967453	0.0	3.1659223796410014	3.7448411591675184	3.592814022761808	0.0	0.0	0.0	0.0	0.0	0.9914514415274305	0.0	2.432063950161941	0.44106913650507173	3.6312926686573683	4.394830806908543	4.908300184106214	0.0	0.0	0.9505876943363234	1.6701201050422758	3.2451412169108593	0.0	0.5612834189818634	0.0	1.2898270408866774	0.0	1.8799168638405415	0.0
39	WT	00m.3	0	19.8	19.2	19.2	0.96969706	3.03	144660.0	0.9600179614396487	0.0	3.576727939123002	3.810975510405662	3.1019865374561486	0.0	0.0	0.0	0.0	0.0	1.585100842019073	0.0	1.7508986686924985	0.0	3.6081967475959527	4.216197664152165	4.955314877336013	0.0	0.0	0.644063393970631	1.2350082663252007	2.9148148663648326	0.0	0.2675349612176105	0.0	1.08171170369116	0.0	0.8426613755291474	0.0
40	WT	04m.1	4	24.5	21.2	21.2	0.86530614	13.47	154326.0	1.3514850184769969	0.0	3.004981722910641	4.1175247506006025	1.397007388014993	0.0	0.0	0.0	0.0	0.0	0.7626241293689197	0.0	0.0	0.6225092793362257	4.250837029743515	4.782544748598867	4.430434095767607	0.0	0.0	0.25484098523690596	0.0	3.5479583980009273	0.0	0.6225092793362257	0.0	1.9675218832616432	0.0	1.6444727502140242	0.0
41	WT	04m.1	4	20.7	17.5	17.5	0.8454106	15.46	161651.0	1.4070662266881586	0.24601636834221172	3.607997912601244	4.071927179897231	1.508445419713405	0.0	0.0	0.0	0.0	0.0	0.24601636834221172	0.0	0.0	0.516684392241299	4.367208004865093	4.662673081622556	4.574820028663976	0.0	0.0	0.24601636834221172	0.0	2.5644060946020932	0.0	0.516684392241299	0.0	1.3339537493837534	0.0	1.7645734994870954	0.24601636834221172
42	WT	04m.2	4	22.1	20.0	20.1	0.90950227	9.5	137224.0	0.6455535454668229	0.0	2.1939611005747532	3.677084810970679	2.892703629032638	0.0	0.0	0.2782257901270746	0.0	0.0	1.3530428163059594	0.0	0.0	0.44644156108525607	3.3610473778095757	4.035521960639944	5.014252291160498	0.0	0.0	0.2782257901270746	0.8623607513771718	2.9492510853869045	0.0	0.2782257901270746	0.0	1.3530428163059594	0.0	1.8622231331141985	0.0
43	WT	04m.2	4	24.1	18.2	18.9	0.7842323	24.48	104159.0	1.1384424814493368	0.0	4.083069335133163	4.086744325454244	2.3757229752886397	0.0	0.338986551929964	0.0	0.0	0.0	0.7582038313221044	0.338986551929964	0.0	0.0	3.508839717423278	4.135587319379079	4.905470863149656	0.0	0.0	0.0	0.7582038313221044	3.0839427405471143	0.0	0.5270269663276216	0.0	1.639245804141065	0.0	1.5477403467150164	0.0
44	WT	04m.3	4	18.2	14.6	14.8	0.81318676	19.78	135913.0	1.2064674122311567	0.0	3.454655222744375	4.138399601671297	1.844369671305548	0.0	0.0	0.0	0.0	0.0	2.240831446425408	0.0	0.0	0.0	3.721330898462618	4.532162072689251	4.820584342665578	0.0	0.0	0.5704324745724806	0.6651497864087926	2.9101390310013637	0.0	0.5704324745724806	0.0	1.0027496143745451	0.0	1.61150512320007	0.0
45	WT	04m.3	4	17.6	13.9	13.9	0.7897727	21.02	135514.0	1.1761441317860242	0.0	4.02735647181043	4.198975363465463	2.821955798324974	0.0	0.0	0.0	0.0	0.0	1.2828576222817154	0.0	0.0	0.0	3.797113973347151	4.0537462415063334	4.893556878348771	0.0	0.0	0.5713663551929797	1.5930515345835468	1.9760244866901342	0.0	0.4499471276508581	0.0	1.340591989451248	0.0	1.631595098036703	0.0
46	WT	04m.4	4	19.2	17.7	17.7	0.921875	7.81	129067.0	1.4632943247194605	0.0	3.770382668111646	4.096584034887162	3.3380670753157258	0.0	0.0	0.2910192735921027	0.0	0.0	1.45755430451151	0.0	1.3231066228390478	0.4637216818473382	4.195169658468613	4.50265645741163	4.735144920181705	0.0	0.0	0.7613361750077836	1.5600713267406054	2.593634623141316	0.0	0.2910192735921027	0.0	2.100473353284378	0.0	2.274313828009608	0.0
47	WT	04m.4	4	17.8	16.5	16.5	0.9269663	7.3	126832.0	1.4300693972523748	0.0	3.9985619858645323	3.810739668380565	2.9069452189427167	0.0	0.0	0.0	0.0	0.0	1.5062321223673236	0.0	0.4687149470729413	0.29474056856393444	4.475301352696025	4.349057117638718	4.72694876249591	0.0	0.0	0.7676176933229255	0.9886126170760708	1.7799277487302938	0.0	0.8342597378087155	0.0	1.820026681508978	0.0	2.3639597012409554	0.29474056856393444
48	WT	12m.1	12	25.2	19.5	20.0	0.79365075	22.62	120919.0	1.0840697511285506	0.0	3.6578826905782873	4.237642008328431	3.2039575806045364	0.0	0.0	0.0	0.0	0.0	1.0487288547421922	0.0	0.0	0.0	2.942046880337903	3.889560746659473	4.928353251059648	0.0	0.0	0.0	1.3501224259350715	2.3384394582245607	0.0	0.6081212442653421	0.0	0.8520183216653379	0.0	1.439130804684656	3.782067402572049
49	WT	12m.1	12	27.0	24.4	24.6	0.9111111	9.63	130007.0	1.2376734860941974	0.0	4.07871758355424	4.181010786375482	3.4302233630732433	0.0	0.0	0.0	0.0	0.0	0.4616561664430606	0.0	1.0201645315120689	0.2894831139333987	2.6440955002586435	4.084141833966982	4.885740479520568	0.0	0.0	0.4616561664430606	1.2331974781676367	2.6403439215010467	0.0	0.88267690014538	0.0	1.5335609129416337	0.0	1.8745222614098878	3.520541642931676
50	WT	12m.2	12	19.2	17.5	17.5	0.9114583	8.85	121250.0	1.5230859133166577	0.0	3.376274315842944	3.694759941397434	4.476535630289218	0.0	0.0	0.0	0.0	0.0	0.9603596997537347	0.0	1.1525163159422396	0.0	3.71868172059809	3.9482870758380164	4.756457429595829	0.0	0.0	0.7044793384097267	2.874334047914926	2.0321173212480295	0.0	0.7044793384097267	0.0	1.6087652321703627	0.0	2.171181945640234	4.134983657353333
51	WT	12m.2	12	21.0	15.0	15.5	0.7380952	28.57	129433.0	1.7625228059005669	0.0	3.776959510112924	3.684551541241699	4.352289528955329	0.0	0.0	0.0	0.0	0.0	0.8843473278000687	0.0	2.647876592998934	0.6818659336296373	3.6828390384750276	4.499232494936019	4.610626019558529	0.0	0.0	1.28064254218779	2.45859242293552	3.58853897763138	0.0	0.8843473278000687	0.0	1.5588754375734044	0.0	2.4810089306240934	3.8868394058241886
52	WT	12m.3	12	24.4	21.0	21.1	0.86475414	13.93	120782.0	1.4844923769619234	0.0	3.9299286268417877	4.107129181607821	2.994870381031352	0.0	0.3053287355980233	0.0	0.0	0.0	0.48284350415737964	0.0	1.6316028847946311	0.0	3.8595065524841905	4.34135685619861	4.8092173134763945	0.0	0.0	0.0	0.7852923586538462	3.397895201561546	0.0	0.3053287355980233	0.0	1.4554107144195256	0.0	2.0653858791572506	3.6601221958588344
53	WT	12m.3	12	26.1	18.9	19.7	0.7547893	27.59	124336.0	1.2941542038500948	0.0	3.941035620820099	4.057940970732739	2.950207690308863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.741042762203657	0.29901502772580446	2.9359834860056924	4.3651395818919685	4.859206240535041	0.0	0.0	0.29901502772580446	0.29901502772580446	3.301958560596389	0.0	0.29901502772580446	0.0	1.1102160790019464	0.0	1.3385677758022236	3.504760894783653
54	WT	12m.4	12	18.3	16.6	16.6	0.9071039	9.29	122464.0	1.213600492482913	0.0	4.027854748371274	4.21478985577627	2.3206002381745434	0.0	0.0	0.0	0.0	0.0	1.0437106868859851	0.0	0.7010104982202809	0.0	3.303360645537811	3.959629101976291	4.891144139175648	0.0	0.0	0.0	0.6039732348313359	2.336991106949351	0.0	0.4788223313643021	0.0	0.847283917264822	0.0	1.1484955737237676	3.8270650701770608
55	WT	12m.4	12	19.2	17.4	17.4	0.90624994	9.38	107164.0	1.0765455443880994	0.0	3.8772714472058625	4.171228624952819	2.944096243200701	0.0	0.0	0.0	0.0	0.0	0.9564802958941195	0.0	0.0	0.3323372741130337	3.2056646206406176	3.8761441616195214	4.933345674871703	0.0	0.0	0.3323372741130337	0.8291426139448508	1.9170559548578237	0.0	0.8291426139448508	0.0	0.6482133407332057	0.0	0.8291426139448508	3.6930539990340874
56	WT	18m.1	18	24.2	20.6	20.8	0.85950404	14.88	133734.0	1.573765892769316	0.0	3.92398118020709	3.804740877114336	4.567471859039782	0.0	0.0	0.0	0.0	0.0	1.4426749268510226	0.0	2.043806791676909	0.28355426157037533	3.2902592438679426	4.458011923106571	4.583973334384264	0.0	0.28355426157037533	2.387701924547834	3.107981681155516	2.6787172804783514	2.0785450737197446	1.2883024356771433	0.0	1.771076428128846	0.0	2.0649813425765298	0.5755754097046999
57	WT	18m.1	18	24.2	20.8	20.8	0.85950404	14.05	120228.0	1.5563389291361482	0.0	3.855710529383932	3.949770377551848	3.99803837395825	0.0	0.0	0.0	0.0	0.0	1.902512871823422	0.0	2.783589054048498	0.9636345934857921	3.7987186140669715	4.657690071915029	4.631072920345434	0.0	0.0	1.4251241503244756	2.039838279645923	3.174004337522837	1.5153760223560249	0.48418429095748977	0.0	1.93984820465498	0.0	2.291530724574501	0.0
58	WT	18m.2	18	26.2	19.6	20.4	0.7786259	25.19	134673.0	1.4855774960743697	0.0	4.184411814177902	4.026187543848105	3.973907313835461	0.0	0.0	0.0	0.0	0.0	1.167921023404821	0.0	1.1102884550777832	0.6682727707276181	3.8418101396334814	4.239300705011983	4.798607169695018	0.0	0.0	1.0783247800769191	2.3541379258705026	2.3097634761500947	1.3247622508868757	0.6682727707276181	0.0	1.8251543535814463	0.0	2.058510935143425	0.0
59	WT	18m.3	18	18.1	18.0	18.4	1.0165745	0.55	126528.0	1.7299178898732284	0.0	4.057632911290532	4.071013672674478	4.2637520128210555	0.0	0.2952543784727174	0.0	0.0	0.0	1.6119007431086914	0.0	1.3313290059967506	0.0	3.7689061990618535	3.930429950809075	4.710445387049147	0.0	0.0	2.203286629152259	2.4213837002481124	2.2625914572891577	2.1587122645411054	0.6896917852061334	0.0	1.3867821200815744	0.0	1.9569805832580565	4.175638524094482
60	WT	18m.3	18	26.9	20.1	20.3	0.75464684	25.28	163769.0	1.6472062771698441	0.0	3.977327728637464	3.9567477630023427	3.4902024996794316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6030087885374765	0.6030087885374765	4.0825397776819985	4.560446765073633	4.65626366725802	0.0	0.0	0.7969425310506225	1.4244628227466947	3.0389886668320836	0.0	0.2435804723090675	0.0	1.089297596607683	0.0	2.2213650838412464	3.8125041806086584
61	WT	03m.1	3	27.6	19.5	20.5	0.7427536	29.35	65924.0	1.6001375888446379	0.0	4.14393458036296	4.2412343446639555	3.469493061065313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6755198810469992	3.646360414447856	4.427412603092806	4.703159738087342	0.0	0.0	0.4576684751565793	1.2508421290820217	3.8528417678963818	0.0	0.4576684751565793	0.0	0.6755198810469992	0.0	1.8097755214306965	0.0
