"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"	"MDS29"	"MDS30"	"MDS31"	"MDS32"	"MDS33"	"MDS34"	"MDS35"	"MDS36"	"MDS37"
"1"	-0.0715907545017468	0.0353096591053742	0.141417933636999	-0.0469397169338146	0.0852208935042082	-0.00501357962899041	0.0530463355277195	-0.151694104535789	-0.058318975473715	0.0661582125429886	0.0384841786825652	0.108193904572366	0.0661707740383657	-0.102740323103481	-0.0769545232404433	-0.177114405695562	-0.145320220152956	-0.0677497485924063	-0.0352887000179944	0.0403723010442928	0.0951525762443555	-0.180589508943495	0.0109018078644704	0.270523077386978	0.151353947260717	-0.172040714341391	-0.205422379437972	-0.0945945800615632	0.0121627161504508	0.0389069368316445	-0.298852308786977	-0.308433798431418	0.121104149000886	-0.260368615875184	0.116428381363518	0.00733756114522552	-0.122800549438826
"2"	-0.0995513436932584	0.0349205935283947	0.107559719053349	-0.169633291937989	0.10483055505704	-0.117949377958117	0.026907823940766	-0.0445749221338065	-0.101489922986421	0.160909064659492	0.0255232049469995	0.0247827714350578	0.102138007204947	0.0336982623520712	-0.0583982517354012	0.0670478544329737	-0.109763758075551	0.0528863424511232	-0.0355127742264253	0.0760591437611055	0.112002474223976	0.0150232125516348	-0.0442021709759935	-0.0705525408450631	-0.147125150247381	0.127745895146136	0.0966961839054937	0.206916963375082	0.0535480215055319	-0.013829543747912	-0.0352899592351811	-0.0694704136134212	0.1757277387612	0.0610768427629603	-0.129884733848754	-0.0574936465076932	0.155316452814333
"3"	0.13928212862421	0.0239662080567171	0.0576873127677316	0.0617932465081096	0.0440521322447296	0.00193789701492074	0.0659129549718029	-0.135210976027901	-0.108907585498622	0.0154633870034363	-0.0633946421351072	0.0106520524137475	0.0360706109079672	-0.0146860982146974	0.204211102371	0.136164577794762	-0.27091034362278	0.0623846997368378	-0.061664122812293	-0.134542491505402	0.100167052515056	-0.0369867183929857	0.00523115370721821	0.137502975412526	-0.052916654802344	0.0460614034134438	-0.108367210707123	0.0754601428114438	0.106901411324976	0.03117097041112	0.0412167907574318	0.0115905498203517	-0.163703109127613	-0.00685369300993743	-0.167701060207189	-0.0564489252813796	0.221044112780752
"4"	0.0732332988179123	0.0367997008360437	0.0329056855112348	0.0280400328535425	0.108544520433384	-0.109817192729053	0.106795014578991	-0.203175644308253	0.0237398929229103	0.0054761405052558	-0.0587435236918573	0.0689335801986071	-0.117413808529013	0.0412302007837668	-0.0813661386946196	0.00200082003754886	-0.0768438214859886	0.0656835143779729	-0.263536575104684	0.196618093451643	-0.116889104284473	0.128055369183883	-0.0267234835177077	0.140498335761914	0.142328329222876	0.25879599293932	-0.121026928538285	0.0552210959740383	-0.0263234239422686	0.05197002054887	-0.155756825516181	0.34883038404587	0.0504408454830542	0.101041322002902	0.0721157887979193	0.00581382603511771	-0.0115718316074438
"5"	0.114184622416948	0.0783013914445876	0.0417018004434638	0.0756061387339597	0.0926530768666743	-0.0103969210937829	0.179067123214484	-0.00139811167641852	-0.229757655443344	0.0180744358559895	-0.0555350655710481	-0.00747997910041609	-0.107305593041456	0.115202743840366	-0.148398073590382	-0.210101646941707	0.0498610651074347	0.0491289051302984	-0.0451686258512575	0.0255185890045867	-0.0637383434916568	-0.205994265742213	0.0814864338545531	0.103236897914398	-0.0724361985674066	0.0404623916728824	0.0971237715627964	0.111658430877654	0.161863666698835	-0.135762476481387	-0.159447292279995	0.0452934375321687	0.0602872147537959	-0.148866145367027	-0.0513168919076871	-0.190104271025878	0.217849432954379
"6"	-0.0550370893273792	0.064324684866974	0.112474163635831	-0.141210172383765	0.0872512541331316	-0.192419775671645	-0.0190494378929318	-0.093168538295232	0.0506751510463666	-0.0374030511631505	-0.11387930128575	0.0632623898812565	0.208036658329025	-0.0378293400037536	-0.102545090313133	0.0196870446206682	0.0973262786014728	0.0356635271299814	-0.0165415636051718	-0.103929485642099	-0.0285885610753457	0.0424202744569014	-0.0956457628981686	-0.0489027188942341	0.0918243152367243	0.157545081245056	0.107507492520033	0.180129214204414	-0.119428675655592	0.110822033930798	0.0422517198645068	0.0921897861172439	-0.123499465246244	-0.0962987478936867	0.156750273224044	-0.121057510795519	-0.0263282170738164
"7"	-0.0378121214524314	0.0769431943086177	0.000471924425171347	-0.139390411371125	0.0346085415764547	-0.175360856798257	0.0110859142938329	0.00926261095689089	0.225651400991023	0.0346067087871605	-0.0011674750977053	0.0377522898571871	0.0059488911529182	-0.019746143295088	-0.187892898453682	-0.213203454654305	-0.0298755647215333	-0.0497152128474149	0.048075533439331	-0.0719156742795539	0.10377119620205	-0.106179841918013	0.064925982392631	0.00411139782531064	-0.116170133770042	-0.0328780675568161	-0.0311814370852149	-0.166057287487971	0.0824589800391869	-0.105959083861496	-0.025505273776678	-0.0420967617776835	-0.0693672085194895	0.0932859663063843	0.175836850106777	0.0458838463275696	0.0134675341054813
"8"	0.122797774949769	0.101471034515633	-0.0175929913174593	0.0338758582165378	0.0761794458637898	-0.0555381058093076	-0.0114982463148082	-0.0475197985058086	0.145201521885962	0.035855221671919	-0.112693439030969	-0.0028979561235504	-0.0666323129147999	0.19520640891307	-0.0792314845966281	0.131089516836335	0.0128588969371857	-0.0725392170987307	0.058916068705985	-0.0548893027050367	-0.0438624710667245	-0.141683189293126	-0.00673093494181826	-0.0383901563515763	0.00458006401675125	0.127991452569461	-0.041556372508482	0.0942369435579532	0.0763977100954526	-0.0733748362706018	0.160974593637072	-0.209112228147911	0.19645362681712	0.193403747653691	0.19503338757428	-0.0618602071445753	0.0395583838583326
"9"	0.082350275261052	0.102744394981365	0.0293748861025214	0.0547147445269148	0.055897980802503	-0.0544284137298573	0.14058875420538	-0.0223562769942612	0.149170372310992	0.0291505764516788	0.0089824298533353	-0.0534605841130413	-0.129341764162839	0.0693847064656845	-0.223412578381858	0.13809222052172	0.0649594562858077	0.092591956629396	-0.075761167150898	-0.085914228681696	-0.0831575169570839	0.0812328277440042	-0.133629671607145	-0.0359336511776822	0.0586213370795336	-0.223128746455818	-0.0718786096205363	-0.0276776704404595	-0.126610854267003	0.0625531723519909	-0.299924609729606	-0.0675895789693575	-0.263357253684997	0.104242973732895	-0.00583879257570231	0.0219310306900612	0.24133461401791
"10"	-0.157470192057764	0.116735213015306	0.0768186448228356	0.0590249781071399	-0.116371752961605	-0.116342441783485	-0.0370509622532902	0.0282387370248291	0.02203794380357	0.101493837883382	0.0517486194533423	-0.0447091639068265	-0.167314996788704	-0.0415469109958144	0.192428283987432	-0.0993857777702571	0.0217341560803264	-0.0337130228570721	0.0477610669912321	0.107245883970691	-0.216505309073112	-0.120517323261208	0.172147810010186	-0.0234829022292205	-0.117816831955608	-0.216296249573742	0.0340231562180994	0.372076087681788	-0.199229166597659	-0.0109419752070995	-0.0612194654906889	0.0719489330243587	0.154616998868227	0.099732232236321	0.115020976529056	0.0427938174898828	-0.0363812537658786
"11"	0.10013136295083	0.146219476107051	0.0378332518575414	0.18968955299415	-0.146241795984324	0.00298098220571886	0.0602756028256816	-0.0255123994079396	0.0270792137958619	-0.131124391982713	-0.0547809738026507	0.104962439548446	0.0591263290520842	0.067190224244739	0.257151419221647	-0.182464149726369	0.112414746892439	0.000656289886961981	0.0428972248883812	-0.0570863656609186	-0.0620039298172764	0.0714591873704406	0.181553082358932	0.00594479112471323	0.102716212109032	-0.11565617249761	-0.00102419016809647	0.0982674738013531	0.0179297142787105	-0.0374643671943677	-0.0120259493425041	0.0358843439591824	0.0569690903192676	0.0750875315546997	0.000895539372957836	-0.118953116340666	-0.109325915114046
"12"	0.0256321122039335	0.0547359783556783	0.173600040692263	0.203972559967655	0.0327339677231856	0.0621875999447436	-0.0190677387024665	0.105945841160814	0.108533586334684	-0.0695689396819908	0.1202646738931	0.0236224073265766	-0.0890717345818672	0.00244865352301611	0.00454308286482945	0.0249023509580812	0.0374909145303917	-0.0734067825045072	-0.0862199940176037	0.13878358864119	0.126918228444306	0.18866260692412	-0.0419431013784506	-0.0439850035138789	-0.0714152462699736	-0.0575123582666457	0.124347202190565	0.01899748935162	0.111404446583975	0.244478885948502	-0.0566485305284617	-0.00463292571643064	0.075119311418062	-0.0452693060813779	0.119768735324211	-0.0951584799392865	0.0771789278150224
"13"	-0.0417629628171314	0.0483760419532835	0.168599032603101	0.0890487664045189	-0.0417779380627085	-0.00358256574547484	-0.13883171869943	0.226391637320429	0.00905860880845969	-0.116715328801538	-0.114932057270821	0.05356994252042	0.0290955549570545	-0.0184568080830061	0.116871743008142	0.132578273934092	-0.117935880742939	0.0659257740138025	-0.0593616343835214	0.0746533533434542	-0.0567341922003268	-0.0984469415071127	0.130293371339539	0.0374349603949035	0.0868876999973512	0.100990268451208	0.0868817164883862	-0.187460693073804	0.133709074321404	-0.080698962077964	-0.163317970001506	-0.0970575252641895	0.097869078935826	0.211915565864344	-0.121230857419956	-0.0433022884074847	0.0186038824232917
"14"	-0.0190420284660926	0.0767836049221604	0.0742008125627737	0.0911182718765529	0.120443768647323	0.0145020748635603	0.0934147217487477	-0.180028469612187	0.0396896620217205	0.0208904386408529	0.23360273793599	0.0824720644692449	0.0283761824274045	-0.0673087205331813	-0.0425611524622167	-0.0680758014351068	0.113953760863287	-0.145511194361361	0.141287066998232	0.081140629029509	-0.191132094035172	-0.100230220647122	0.101045518788955	-0.0583477381701078	-0.0682571389284924	-0.010583776994792	0.188840025796422	-0.0358400055884226	0.092465375798102	-0.0701321222079102	0.234500800604233	0.162381923354258	-0.22367472375333	-0.087294584558006	0.0819519975048562	0.0798600243488268	-0.0945988622916824
"15"	0.0308734679096468	0.0827142501290245	0.0545960981092456	0.127527437023709	-9.2989449520484e-05	0.00747138611974903	0.184220475497063	-0.0619521337172014	-0.0820041958775156	-0.0856950950381918	-0.00981939079870496	-0.130238506952614	-0.0315875845505547	-0.108996380746289	-0.0413675600651675	-0.0631014646403411	0.0209633540917407	-0.275002909503108	-0.138681049816425	0.0109646063934292	-0.0105750196264487	0.125745962507885	-0.203278893916812	0.023091744726044	0.0254732938773421	0.00852408564522815	0.113902852012152	-0.0132770110435301	-0.149308132793322	-0.156218220051102	-0.0144642545552142	-0.0650506103251594	-0.0395441196709149	0.176671026461781	-0.170212629228336	0.327965158652676	-0.0231614426974271
"16"	0.186664202297578	0.0094547242922035	0.141442492769413	-0.0336669725874501	-0.0245213221465081	-0.0581612424873516	-0.143706099864777	0.0923049134342072	-0.0739900426942757	0.0787715674896331	-0.00112386355463196	0.13698382742692	-0.14852410941897	0.0448657308586582	0.00668670409818886	0.122301191481617	-0.0384913555798992	-0.364059370056411	0.154118084741642	-0.0358069358531161	-0.113809805007598	0.192022410135036	0.00355799803959245	-0.15559580946057	-0.0411013927937552	0.0142400725934164	-0.193481739380862	-0.0203220115881491	-0.0978072714144824	-0.0657068443491091	-0.0115057291198812	-0.0194239670314587	-0.0721186534495433	-0.13890380303215	-0.0491430991312443	0.00677248468222049	0.10647799895957
"17"	0.13079743921726	0.0852286782490505	0.019070411932594	0.0827349573577718	0.0794280602067835	-0.0823795268709362	0.137608877617212	-0.0135682062342307	0.104630524059842	0.00776185766339167	-0.0838802123538219	-0.218434383570598	0.142507329928406	0.103555188261959	0.0792183030157551	0.0504935018788216	0.154616667027728	0.034242306525133	-0.110786730223493	0.13698236992165	0.166951437961549	0.0364146882533028	0.144767190039215	-0.119142603775074	0.073546089143553	-0.0827536001636008	0.256066552231435	-0.287082920550414	-0.0501046088029781	0.0968211166310791	0.0786642274357011	0.023925377068008	0.227668438695609	-0.22893400966271	-0.0400950330250395	0.160624295589526	-0.0519373982911504
"18"	0.142740108973636	-0.207367155395076	0.0381041033841172	0.135171454048471	-0.255369830183001	-0.0688444521883177	0.0806234329957839	0.0189607999526877	-0.0532297672987159	-0.0224906323619639	-0.0856425142533044	-0.132303114053857	0.0738815123088399	0.0270972647130774	0.0669865707103704	0.0650969169895034	0.046473743538887	-0.0543025205789143	0.206163467247495	0.311845489625226	0.111885071816372	-0.0197537048734598	-0.00829970009689453	0.103591716181876	-0.0751564782561142	-0.0183247285042456	-0.141736057448699	-0.0293776959080236	0.0824928147377853	-0.018264045940864	0.0642099141344873	-0.025820413187575	-0.0215805302946885	-0.01262095699834	-0.0738233072945648	-0.0426891953392972	0.0674979045718433
"19"	-0.131055202038868	-0.258741429758782	0.129601210047267	0.246460779191107	-0.0184246099378624	0.0296358144348443	-0.0711492257333603	-0.0808192256451296	-0.165249445018274	0.13604916880549	-0.159214573876666	-0.0779816926549786	0.0222886815404567	0.0193275708741755	-0.0540108373956288	0.0414114300594869	0.239990358060207	-0.053712587052379	-0.241118638732952	-0.0290716504216743	0.0284140730272404	-0.00845544751332527	0.0401447680124635	-0.181486947351535	-0.0937166269115123	-0.13064377277535	-0.0175818099327442	-0.0134727961760029	0.0171659144109126	0.0926536807006554	0.0465141955870909	-0.00779224122794562	0.0294179877527206	-0.0718989871690564	0.0634012934108466	0.071370869861663	0.0655929591742794
"20"	-0.122327187890176	-0.113741342408801	-0.04936572730152	0.149362700096333	0.211680553439835	-0.0156895790899312	0.112185833192187	0.0976715813470309	-0.0656842504655777	0.0260016364364398	0.140863766657588	-0.0453687847747444	0.092897079989472	0.191432216430745	0.0165446514104418	-0.0643425855257399	-0.110917094631178	-0.0454293071638248	0.052943655271874	0.10066100832875	0.0888215204055444	0.110602085682311	0.0621820525155316	-0.0179610787222584	0.0050346746644087	-0.0253752709698308	-0.116442324726666	0.127451307233502	0.0648152270893288	0.068792703239378	-0.0420660123642045	-0.00196402197255603	0.123932188772382	0.182643564700276	-0.0611732169758093	-0.0459141934661078	-0.041023330978821
"21"	-0.114604255731499	-0.0929330135343198	-0.0174575443614538	-0.0842549300612423	0.079282246365057	-0.216060526324959	-0.0772114616572386	-0.0149967241984669	-0.069249118308246	-0.0432630076676574	0.0434954402743136	-0.0202233954825722	0.00188953008645202	0.0568274186516886	0.212148167917232	0.100497638622483	-0.0908102921767194	-0.202852416179925	-0.0611425168085273	0.0417752094260062	-0.0526631708864729	0.0302067649784198	-0.182621961994248	-0.059409175117565	0.170978784692221	-0.10816888341351	0.206172760786164	0.0544024788297608	0.13539684389591	0.0886069773868784	0.0646876982174456	-0.0377221467945464	-0.112312783412602	0.054785256173296	0.0657915846980391	0.0205568951077765	-0.0348329556953437
"22"	-0.159608867465567	-0.217666481587961	0.0126720921217508	-0.218047959502554	-0.130599708767164	-0.0934409534791769	-0.00399279338152727	0.12872822001765	-0.0394579600114607	0.218064616353743	-0.264774417410581	-0.0454876984768399	-0.130963279067457	0.200923166236161	0.0639290524703342	-0.0101421259764664	0.0636427401771544	0.0610458369190143	-0.136818819683678	-0.0667754896889725	-0.0159200307580276	0.00744847885586134	0.0245718520415792	0.123360262658044	0.115422629381181	0.104092120631288	-0.0839178773257507	-0.0983151273764389	-0.0379288948525689	-0.0604463061544934	0.113422001411289	0.0459325423907212	0.0435757683164589	-0.0662097906611377	0.0239105464533146	-0.0762150207056542	0.0131667508711357
