mouseId	genotype	cage	time	initialBodyWeight	lowestBodyWeight	bodyWeightAtDay8	bodyWeightDay8Fracion	maxWeightLossPercent	numberSequencesPerSample	shannonEntropy	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	k__Bacteria;p__Firmicutes;Other;Other	k__Bacteria;p__Firmicutes;c__Bacilli;Other	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	k__Bacteria;p__OD1;c__ZB2;o__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	k__Bacteria;p__TM7;c__TM7-3;o__CW040	k__Bacteria;p__Tenericutes;c__CK-1C4-19;o__	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales
57	WT	18m.1	18	24.2	20.8	20.8	0.85950404	14.05	120228.0	1.5882602397317467	0.0	0.3063380124862826	3.855648491533522	3.949770377551848	3.99803837395825	0.0	0.0	0.0	0.0	0.0	1.902512871823422	0.0	2.783589054048498	0.9636345934857921	1.0509958827765749	1.4251241503244756	0.0	3.2316989977920527	3.658128148115629	4.657690071915029	4.631072920345434	0.0	0.0	1.0095082092104892	0.0	1.2403872062360437	0.0	0.0	0.0	2.039838279645923	0.0	3.174004337522837	0.0	1.5153760223560249	0.48418429095748977	0.0	0.0	0.0	1.93984820465498	0.0	0.0	2.291530724574501	0.0
58	WT	18m.2	18	26.2	19.6	20.4	0.7786259	25.19	134673.0	1.5044454465583141	0.0	0.45169328215870724	4.184359849827396	4.026187543848105	3.973907313835461	0.0	0.0	0.0	0.0	0.0	1.167921023404821	0.0	1.1102884550777832	0.6682727707276181	0.812122832668624	1.6863164111898883	0.0	2.757916056484457	3.8008866178411975	4.239300705011983	4.798607169695018	0.0	0.0	0.9653084367188514	0.0	0.5733462301263992	0.0	0.0	0.0	2.3541379258705026	0.0	2.3097634761500947	0.0	1.3247622508868757	0.6682727707276181	0.0	0.0	0.0	1.8251543535814463	0.0	0.0	2.058510935143425	0.0
59	WT	18m.3	18	18.1	18.0	18.4	1.0165745	0.55	126528.0	1.7358900935140424	0.0	0.5933675044152594	4.057521815111651	4.071013672674478	4.2637520128210555	0.0	0.2952543784727174	0.0	0.0	0.0	1.6119007431086914	0.0	1.3313290059967506	0.0	0.2952543784727174	1.4938890603122492	0.0	3.760841313416521	1.8916082093223454	3.930429950809075	4.710445387049147	0.0	0.0	1.030833756131912	0.0	2.1759681678268232	0.0	0.0	0.0	2.4213837002481124	0.0	2.2625914572891577	0.0	2.1587122645411054	0.5933675044152594	0.2952543784727174	0.0	0.0	1.3867821200815744	0.0	1.6961721362252633	1.6221133863345938	4.175638524094482
60	WT	18m.3	18	26.9	20.1	20.3	0.75464684	25.28	163769.0	1.706711483843446	0.0	0.0	3.977327728637464	3.9567477630023427	3.4902024996794316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6030087885374765	0.6030087885374765	1.5781481068651755	1.2799517375073206	0.2435804723090675	3.489356401724812	3.951957833635891	4.560446765073633	4.65626366725802	0.0	0.0	0.2435804723090675	0.0	0.741397638299252	0.0	0.0	0.0	1.4244628227466947	0.0	3.0389886668320836	0.0	0.0	0.2435804723090675	0.0	0.0	0.0	1.089297596607683	0.0	1.542183071764826	2.1226507351728823	3.8125041806086584
61	WT	03m.1	3	27.6	19.5	20.5	0.7427536	29.35	65924.0	1.6182475864526482	0.0	0.0	4.14393458036296	4.2412343446639555	3.469493061065313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6755198810469992	1.0146444183391392	1.4339339157119804	0.0	2.874154661422491	3.5618903935535218	4.427412603092806	4.703159738087342	0.0	0.0	0.0	0.0	0.4576684751565793	0.0	0.0	0.0	1.2508421290820217	0.0	3.8528417678963818	0.0	0.0	0.4576684751565793	0.0	0.0	0.0	0.6755198810469992	0.0	0.0	1.8097755214306965	0.0
62	WT	03m.1	3	21.3	16.6	17.2	0.8075118	22.07	78000.0	1.4577625513035855	0.0	0.0	4.078454799169974	4.274033030157268	1.8382799693491914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8643434799360464	1.5899836942942562	1.0201856836718308	0.0	2.8244265650556	3.993622020558554	4.384476073745536	4.754845475238453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8119170142629524	0.0	0.0	0.7587515923234246	0.0	0.0	0.0	0.0	0.0	0.0	1.0811692815898424	0.9492176966918018
63	WT	03m.1	3	22.5	16.5	17.2	0.7644445	26.67	70929.0	1.4131537242465384	0.0	0.0	4.2128419806187525	4.42185082788889	1.8688964707424423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3032844732125846	1.4592080373486243	0.0	3.31948489686546	3.461558795859345	4.235130906050961	4.761545957836022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58131818608903	0.0	0.0	0.43723285420704094	0.0	0.0	0.0	0.43723285420704094	0.0	0.43723285420704094	1.5086810860052444	0.0
64	WT	03m.1	3	23.4	17.6	18.0	0.7692308	24.79	81853.0	1.4374813784672666	0.0	0.0	4.1426618186197794	4.293188862607134	2.4071138733242075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6031342107968974	1.3131158342559561	1.205462342338964	0.0	3.452526508737337	3.4988447129644196	4.320214716806946	4.785467384172784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.157373722801517	0.0	0.0	0.6031342107968974	0.0	0.0	0.0	0.6031342107968974	0.3987995967070138	0.0	1.1152650916961926	0.3987995967070138
65	WT	03m.1	3	24.3	19.2	19.4	0.7983539	20.99	74213.0	1.5079841976171666	0.0	0.0	4.142315148635003	4.2674537970088675	2.009675574228815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4248625952133837	1.5545806235809598	0.9684557170224153	0.0	3.0051242806551537	3.966447260846662	4.368945489993169	4.7429337688138515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2190350833913173	0.0	0.0	0.0	0.0	0.0	0.0	0.4248625952133837	0.0	0.0	1.2024597187818666	0.6354602975426565
66	WT	03m.2	3	18.4	14.4	14.4	0.7826087	21.74	84196.0	1.784615581359879	0.0	0.0	3.9169826311426688	4.062655834819152	4.253816205605684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6074869865660972	1.969292978273291	1.1039605487321003	0.0	4.0282130172909705	3.912497902063461	4.30292662964723	4.6592909957005615	0.0	0.0	0.0	0.0	1.1039605487321003	0.0	0.0	0.39147734782618937	2.6575842828644847	0.0	2.172516559362614	0.0	0.0	0.39147734782618937	0.0	0.0	0.0	0.0	0.0	0.9902695836090732	2.014584105397417	0.39147734782618937
67	WT	03m.2	3	17.2	12.9	13.5	0.7848837	25.0	82587.0	1.5245931766822354	0.0	0.0	4.00721817037636	4.29568702907952	2.0289858894588697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6002272438056886	1.5830790343835457	0.9272619477595735	0.3964744299204208	3.745432757905288	3.7145594914124263	4.360592902046264	4.757362208244775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.346152603979652	0.0	0.0	0.8430028389022526	0.0	0.0	0.0	0.0	0.0	0.0	0.8430028389022526	0.0
68	WT	03m.2	3	18.4	16.1	16.1	0.87500006	12.5	75263.0	1.6284042347191356	0.0	0.0	3.9196354621012373	4.184444303323365	2.6266229908969034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7716006080040568	2.0925608805487106	0.7716006080040568	0.0	3.787382743941837	4.148909120462262	4.445231766715597	4.692450340513244	0.0	0.0	0.0	0.0	0.42106503681748503	0.0	0.0	0.0	0.7716006080040568	0.0	3.2176997278800354	0.0	0.0	0.8777688747301348	0.0	0.0	0.0	0.0	0.0	0.0	1.3478652977486978	0.0
69	WT	03m.2	3	18.6	12.8	12.9	0.6935484	31.18	78840.0	1.625333247676039	0.0	0.0	3.270320323767851	3.978545178530015	4.400815900045418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9450910819649924	0.9450910819649924	0.408658338602461	0.408658338602461	3.802084462393065	2.7604134209904885	4.531662195352496	4.612354846062303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.554858511318979	0.0	3.6337181116220245	0.0	0.0	0.0	0.0	0.0	0.0	0.6154170754839446	0.6154170754839446	0.408658338602461	1.8435352639066491	0.0
70	WT	03m.2	3	19.6	14.9	15.2	0.7755102	23.98	78337.0	1.5752692454227082	0.0	0.4103553672714226	3.926939678791786	4.35075997329385	1.9178729290766907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.710286621776505	1.5112146755096136	0.0	3.692500552483347	3.8727935210205398	4.226892188141687	4.766089024184566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.018492429493792	0.0	3.1625613931946686	0.0	0.0	0.7572061514618514	0.0	0.0	0.0	0.6175245148238359	0.4103553672714226	0.0	0.947556224733046	3.4863213337384065
71	KO	03m.3	3	27.2	26.3	26.6	0.97794116	3.31	97341.0	1.684234205176437	0.0	1.3006494515646476	3.9951790832559655	4.229262516162822	2.0096204550517207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.547897438319513	1.9334286892821113	1.7994056499766575	0.0	3.5547826829759894	4.140754364488115	4.283584745518995	4.71387664219839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.420120473319757	0.0	2.669041134389209	0.0	0.0	0.6809241404532992	0.0	0.0	0.0	0.35516384890120645	0.0	0.0	1.046260625640097	3.8572816775697953
72	KO	03m.3	3	26.8	24.9	25.0	0.9328359	7.09	100182.0	1.7504440241885872	0.0	0.9231231531016361	3.3730268540198933	4.222693643627561	2.153526171631873	0.0	0.34822916794647407	0.0	0.0	0.0	0.0	0.0	0.6710648642392505	0.7722076475795036	1.5923761103066747	1.2887894174868437	0.0	3.3372042542599463	4.0481794692298685	4.440147960710488	4.6409349101514366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6188549752796426	0.0	3.895663641291434	0.0	0.0	0.34822916794647407	0.0	0.0	0.0	0.7722076475795036	0.0	0.0	1.0349046994884217	4.055101917864338
73	KO	03m.3	3	25.2	24.5	24.6	0.97619045	2.78	82210.0	1.7074682205158946	0.0	0.3976650604245396	3.58143457120344	4.2637572111852995	2.761845812171354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7399877168928783	0.9290145298005673	2.0545415580827298	1.2783193925448217	0.0	3.9313300067901524	4.042432087444384	4.2563195416585025	4.729305626558504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7279040098024823	0.0	3.335400779111232	0.0	0.0	0.6017162788119367	0.0	0.0	0.0	1.0602793717162322	0.0	0.0	1.6016131119901524	3.833039445588113
74	KO	03m.3	3	27.2	23.5	23.6	0.86764705	13.6	83561.0	1.596265359048451	0.0	0.7342055535144065	3.3416464372836616	4.171957519623081	2.31985738795724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.828264227328283	0.3934333296112282	1.5429051480957796	1.1069904892246727	0.0	2.7713497982852187	4.20930174065494	4.494247678534024	4.6738623790895755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4398921618567209	0.0	3.0165448560518118	0.0	0.0	0.3934333296112282	0.0	0.0	0.0	1.271616256129992	0.0	0.0	1.4625423477990889	3.978630343419959
75	KO	03m.3	3	24.8	22.3	22.5	0.9072581	10.08	86744.0	1.6596728942173566	0.0	0.3838328370872448	3.8229075758757096	4.043337022386566	3.741899605744513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9786635952112662	1.1818714034546116	1.9564860285594101	1.319758842686846	0.0	3.511528103745936	3.993659076582902	4.305880079202391	4.772534403195754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5084238839252475	0.0	2.66112270560008	0.0	0.0	0.5843532451263982	0.0	0.0	0.0	0.721009858082524	0.0	0.9786635952112662	2.3446183822004025	3.8168382657175175
76	KO	03m.4	3	17.2	14.2	14.2	0.8255814	17.44	90139.0	1.619240210951995	0.0	0.8106654495790829	3.2201252061580234	3.731882435752086	4.64837899605249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6232319393246186	1.9728021490009278	2.545124387341993	1.3324215123635288	0.0	4.1002217747943535	3.9897523082675463	4.616409424060284	3.7208496132576965	0.0	0.0	0.5720837547105472	0.0	0.0	0.0	0.0	0.3741268300679791	2.8247153698824743	0.0	2.878159229742761	0.0	0.0	0.9637719850887737	0.0	0.0	0.0	0.9637719850887737	0.3741268300679791	2.296208602843991	2.7185393044405837	0.0
77	KO	03m.4	3	20.5	19.3	20.0	0.9756098	5.85	76006.0	1.9284609583538306	0.0	0.0	4.049917250974497	4.044995383010721	4.4994461356507465	0.0	0.0	0.0	0.0	0.0	0.9592146756632278	0.0	1.1450661477879382	1.7231537971355868	2.8091746383446616	0.7680590733441454	0.0	4.291834750377552	4.001373463265513	4.408685972311826	4.075974394439635	0.0	0.0	0.4184216710499389	0.0	0.0	0.0	0.0	0.0	2.466468328174889	0.0	2.9890297910719648	0.0	0.0	0.6275146229065249	0.0	0.0	0.0	1.3106660409972692	0.0	1.7850939276650422	1.8964979078604074	0.0
78	KO	03m.4	3	19.9	18.0	18.4	0.92462313	9.55	71367.0	1.812985383319548	0.0	1.218396095163785	3.7471463811104484	3.9984300337320144	3.6824431291633943	0.0	0.0	0.0	0.0	0.0	0.4355380912654921	0.0	0.9836436108052753	1.218396095163785	2.654663576144766	1.3699390561821707	0.6485701446558381	4.066208122759927	4.28788745267971	4.6173542222753055	4.420374940950389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3007442468825192	0.0	3.5281134282246014	0.0	0.0	0.4355380912654921	0.0	0.0	0.0	0.4355380912654921	0.0	1.506090603140168	1.8662591343489925	0.4355380912654921
79	KO	03m.4	3	18.8	18.3	18.7	0.99468094	2.66	94924.0	1.9099089935534934	0.0	0.9438074903506828	4.14377196896836	4.153220688391676	3.3751032156787946	0.0	0.689589842441176	0.0	0.3612974065833126	0.0	0.0	0.0	0.0	0.689589842441176	2.5737344798837407	1.6543934841575727	0.3612974065833126	4.3182171979919755	4.130497513360269	4.37778145952235	4.480570454851375	0.0	0.0	0.0	0.0	0.0	0.3612974065833126	0.0	0.0	1.6152066939136374	0.0	3.574044898289587	0.3612974065833126	0.0	0.3612974065833126	0.0	0.0	0.0	0.5557524318542189	0.0	0.3612974065833126	1.1031019357073435	0.5557524318542189
80	KO	03m.4	3	17.4	17.1	17.4	1.0	1.72	99828.0	1.8683402299335452	0.0	0.7734856046860357	3.830862538007638	4.155681197423178	4.56486238020967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.722854391219942	1.198867591116865	2.024845075815914	1.0363003938444988	0.0	4.173688758967546	3.4554452230202632	4.435300532688277	4.218209339665996	0.0	0.0	0.0	0.0	0.0	0.34907766352594327	0.0	0.0	2.707055814013421	0.0	2.871485923249022	0.0	0.7734856046860357	0.34907766352594327	0.0	0.0	0.0	1.0829915262514511	0.0	2.131948632476053	2.2177950340123664	3.320426311205953
