mouseId	genotype	cage	time	initialBodyWeight	lowestBodyWeight	bodyWeightAtDay8	bodyWeightDay8Fracion	maxWeightLossPercent	numberSequencesPerSample	shannonEntropy	"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"	"MDS29"	"MDS30"	"MDS31"	"MDS32"	"MDS33"	"MDS34"	"MDS35"	"MDS36"	"MDS37"	"MDS38"	"MDS39"	"MDS40"	"MDS41"	"MDS42"	"MDS43"	"MDS44"	"MDS45"	"MDS46"	"MDS47"
31	WT	00m.1	0	24.0	20.2	20.2	0.8416667	15.83	116006.0	1.2488705566297422	0.0676509136211384	0.0606179539357647	0.00302616418981716	0.211397818017028	0.010926984362712	0.063977049022837	-0.0470103819087027	0.0214266609123368	-0.113094132484577	0.0098410201548028	0.0281936556581047	-0.117097705980613	0.0412437783121896	-0.0718993298376816	0.230085349973165	0.145786043175911	-0.0263288704330447	0.0201083143811831	0.0398419997632971	0.0228465612121311	0.12004556188681	0.0146770829536595	0.0624187927905067	-0.0589566829961905	-0.00477404416108734	-0.105532236768189	-0.090150534067164	0.0238213959580767	-0.0519434014375194	0.0650019857653568	-0.129705768060767	0.0489192173942667	0.223780924804031	0.0263610225443043	-0.0522372765157377	-0.102234674600736	0.118181174307332	-0.103752903180403	0.0735863434149636	0.159998512780157	0.00182386042289634	0.539193460041662	-0.00315208229704494	0.0998619084923845	0.114884193818824	-0.0529698392953221	-0.0550499332957576
32	WT	00m.1	0	24.6	17.8	18.8	0.7642276	27.64	116451.0	1.1510254362295418	0.052764959388892	0.141699548057713	-0.0138647419184481	0.251401529502339	-0.0158266146633639	-0.0635946624118176	-0.064601893510374	-0.109777226247693	-0.141287511828872	-0.10180913915751	-0.119657572918372	0.146463515095424	0.0207986195206008	0.0670477304161111	0.0432745361324898	0.125013578534933	-0.020432620976064	-0.0101699957406999	0.0383189893861472	-0.110246660619893	0.156737142447134	0.235113800339026	0.0777002487958387	0.18553560305794	0.0132388692709666	0.153136991854755	0.0266675265004112	0.00805771661353108	0.163799569159708	0.0885322908185705	-0.0629405487370918	0.234051673266627	-0.0909847361203721	0.0369738767871076	0.0743631009181092	-0.013806363002791	-0.0331229989575205	0.0822653281174898	0.0239061964248821	0.0297256920162334	-0.0374061085645864	-0.000175307477510586	-0.0840168035913603	0.0473518260862707	-0.141684837231946	0.217652121285577	-0.0518847352232306
33	WT	00m.1	0	23.1	21.5	21.6	0.9350649	6.93	141414.0	1.3925084737448647	0.0831008544985931	-0.0108459033791401	0.00537449943869059	0.151514644893971	0.014733817620387	0.0290354832042344	0.055323872144307	-0.0552489596174363	-0.10381831122181	0.0737748053532787	0.02700113144207	-0.120045030396346	-0.0619730149946955	-0.0374847683764205	0.155828680294445	0.0836214797337086	0.0704126603224333	-0.0487801490025401	-0.0550693345684385	0.175148040092057	0.0219135752553096	-0.097492039467736	-0.0370649080685783	0.0718915922819537	-0.127450689212681	0.095548633995148	-0.0846544834210293	0.0708895327541043	0.146178189638577	0.0485830067595895	0.00303072942701074	-0.154526141850876	-0.0451445527805077	-0.0672834885587412	0.0290869996570363	-0.0659226779816642	0.128173670984434	-0.124830399181425	0.0807356921312177	-0.0959327167348639	-0.154462105231676	-0.28971255411037	0.00761523610174519	-0.112615573806173	-0.154860462779587	0.0984977334580937	0.0125992013770745
34	WT	00m.2	0	23.8	20.8	20.8	0.8739496	12.61	123512.0	1.1273792639878828	0.0530231575641818	-0.0268333381779437	-0.118249129878007	0.131096722429261	0.182986938577468	0.0305598476781144	-0.0209306819935944	-0.0897867439345883	-0.0986780811402544	-0.104906196307509	-0.071868785441145	0.140145030518126	0.023628766225739	0.074524322469182	-0.125327328884723	0.0418601893067788	-0.0209722238036266	-0.258788747952306	-0.0653026338800958	0.00659195484953279	-0.0404856833085649	-0.17150396038711	-0.141310625198795	0.0640731259997846	0.149235648609039	0.0741583249641461	-0.0452914794700835	-0.105373448014452	-0.0911875795658353	-0.0629380561188952	-0.0212219312423071	-0.200063312712285	-0.117014469833623	0.108920443128512	0.0696336388948374	-0.108103151235628	0.00753654498307283	-0.162612024141694	0.0832380482238949	-0.0067315166486365	-0.0592576262836749	0.0649783814566268	0.0296088504730337	0.0825211605837484	0.0881016617720717	0.0768775806782928	0.0402462687304847
35	WT	00m.2	0	23.1	20.0	20.5	0.88744587	13.42	111254.0	1.335586447765904	0.142635268666571	0.0963678512756437	0.0486481059524201	0.291081461562933	0.104528030268129	-0.00471104256971543	-0.14748471207544	-0.125319492945553	0.0206835799473949	0.0828615487104643	-0.0471894131031748	0.136444408149544	-0.0440866122968492	-0.215597803143229	0.0912352591345571	-0.20953208141002	-0.0372594611069295	-0.0901950938072693	-0.127794205477013	0.233985056715518	-0.0376726149831308	0.0497706384598383	0.0991030041802174	-0.166147177344177	-0.00171360298470612	-0.120411956751104	0.0636398291216791	-0.209898925187599	-0.0496953221846995	-0.0802983031750233	-0.0226609445710599	-0.00245752655444507	0.0366354583043577	-0.0394243807034863	-0.0441341234291899	0.0318063102115993	-0.0974351060139386	0.146297076483177	-0.019698267517199	0.116240233844034	-0.0350598266652062	-0.0229769794303106	-0.0363521235434805	-0.0790400703830959	-0.0983768710270042	-0.126914434629315	0.179180867090369
36	WT	00m.2	0	24.2	23.1	23.1	0.95454544	4.55	135184.0	1.6370646454157163	0.169439747666382	-0.0188147436949893	-0.0905493435523203	0.116515468568159	0.08324949357691	0.101399824510666	-0.105877063567419	-0.045251205662365	0.269397153891471	-0.0889954626238573	-0.0524588487564313	-0.172531115344382	0.0510044595020013	0.0383818773215537	0.0136412593580303	0.026780194194416	-0.048926925031158	0.0686524205688783	0.0601470793741226	-0.065823634316537	-0.0759980136464039	-0.132112258939415	0.0517525599138056	0.0911061416695368	-0.00645836166260436	0.0220750037587884	-0.138684683409138	0.0216648079021166	0.0466403628587229	0.102044919269729	-0.136962486055393	0.0288814421537324	-0.0315470105981274	-0.0256396918412603	0.011231970581012	0.137297139931678	0.0232535047347624	0.236013931238679	-0.0863631825883129	-0.0847001657662126	-0.00141992777390073	-0.016764890204152	0.0624642465622852	0.0493041988979151	0.0288338401736981	0.0437924156708115	-0.0284217874350791
37	WT	00m.3	0	18.4	14.9	14.9	0.8097826	19.02	133621.0	1.023865358059674	-0.100792957493073	0.036064577619303	-0.100195452198853	0.232774352868665	0.214547366219617	0.10945679147561	0.125144599759599	0.0348293105531347	0.246332073166296	0.0678177380283127	0.133228866020849	0.00560630427183205	-0.194998482791552	-0.0711181919403108	0.0456993604836485	-0.145230710630847	-0.112297542084739	-0.137125573322644	-0.014171571176488	-0.0395636040796613	-0.0750254850743051	-0.281632248702061	-0.15918804515616	0.0958574147734343	-0.0706042122015489	-0.0478108177701203	-0.0405166758465193	-0.0309735720986255	0.151650525825828	0.056905884157343	0.0163961438427585	0.0428928775920358	0.0261127555004664	-0.0258687419508825	-0.0221529153307272	-0.0160097641995629	-0.0241331895277839	-0.0425596002704799	0.0392664427942099	0.0850518523051997	0.0194635157501284	-0.0539959506606651	0.0816738226903315	-0.0493231989288881	-0.0555141226846129	-0.0324910747213484	-0.0142107871171926
38	WT	00m.3	0	19.1	15.7	15.7	0.8219895	17.8	139902.0	1.5100510573129682	0.088109885678588	-0.02356347565912	0.0128571169303212	0.232663766834124	0.01661199768122	0.0418968228880399	0.110199627607643	0.138280264321512	0.0455043046602801	0.000480787356913187	-0.0681102032180738	0.061242754188408	0.0778639294207436	-0.0784143935656713	0.106366152940829	-0.0584692987220166	-0.0235792610236828	-0.14046415349468	0.14122145315706	0.0866616282762003	0.0615909017442198	0.091864034420464	-0.185884590012306	0.0880823578649521	-0.162191172627513	0.0538109464785889	-0.0211662004199243	-0.006523028082048	-0.0989315568525166	-0.157566664236176	0.0838996050644869	-0.0105528762812659	-0.254638762807019	0.00692213043295405	0.138627539713347	-0.0517817806184408	-0.0786970926358843	-0.136858917655763	-0.00895807249429734	-0.0921845495124493	-0.0298850664246022	0.0822613090771712	0.0745560711632711	-0.0679047899924219	0.129517129557403	-0.159157891919676	-0.124730712375859
39	WT	00m.3	0	19.8	19.2	19.2	0.96969706	3.03	144660.0	1.2449055231227406	-0.00525344319339229	-0.00287337428756181	-0.0559808155525871	0.154810853991872	0.093990458224848	-0.00232287359387608	0.122597135109098	0.129582343968067	-0.0540336604048003	-0.0125930999856988	0.072025933013233	-0.07661968351539	-0.199404450269414	0.136054655178643	0.0763324215431933	0.0593686213100721	-0.0688263359952208	-0.13577951235805	0.0207337323877053	-0.0210396171029163	0.163506794857045	-0.0679017744353053	-0.149935851745547	-0.0374525676483856	-0.0437014170627971	0.00358580790218543	0.303677593491661	-0.0495935289525965	-0.0989767505672599	0.119653564837407	-0.00177871996721797	-0.0874967278616779	0.0547091746030934	0.146588028739913	-0.0681894479739168	0.16222894972784	-0.0503617460574658	0.071062031144728	-0.244700484812493	-0.204171407992159	0.1036157205512	0.0231950341277034	-0.2478529187447	0.165063021276455	0.0673754686959055	0.185905705708261	0.00765321499738871
40	WT	04m.1	4	24.5	21.2	21.2	0.86530614	13.47	154326.0	2.0938465936159174	-0.1295548819157	-0.0905209051493231	-0.0915427154094769	0.0248055918974545	-0.300050567217218	0.0662796810745838	-0.078417332723432	-0.0782728884614843	0.00345663278151811	0.108952280473211	-0.041345717834859	-0.0553525066598557	0.0622357601928531	-0.108732352443116	0.0589767357473708	-0.0889445223657419	-0.0577512515490839	-0.105717474041735	0.175851565797963	-0.271690041536676	-0.0032391482372312	-0.0542501856131822	-0.129520198525757	-0.0111550919292198	0.0357984269568191	-0.0175657169922323	0.0986510910283878	0.13818081609233	-0.207184111552641	0.0173395787237861	0.038503776289166	-0.150432975610921	0.00806902674059439	0.0703946950736494	-0.0192661194054584	0.0567633780443248	-0.0410937542558676	0.0244359679310242	0.165716155835245	0.0926052786147724	-0.0610883630650514	0.0179427122049608	0.0272464833702235	-0.101969379587214	0.0622635171153998	-0.138611970388723	-0.0414295849148543
41	WT	04m.1	4	20.7	17.5	17.5	0.8454106	15.46	161651.0	1.9037496182158882	-0.139719223643051	-0.0894459034419237	-0.13845415847157	-0.102802139234404	-0.184939962913923	0.0222680128852782	-0.063364768742924	-0.0598892253881032	0.113123418810537	0.127542918101967	-0.130650311219809	0.000770544541317303	0.0725480692865265	0.0288504180251911	0.0681598553969602	0.0147342361731222	-0.1200271380904	0.0442070026384745	-0.192119812130048	-0.063058697331083	-0.165359358310074	-0.0679160731722425	-0.205119701349973	0.0410688873271152	-0.0342996415930019	-0.0226718966606168	0.0130400448715398	-0.0359893406398044	0.0574284362586576	-0.274520061228949	-0.141250264751737	0.127319571290175	-0.062259912419777	-0.140779964533651	0.0265504176660731	0.0307042231970421	-0.105515087524215	0.0275200497823032	0.00146685389775979	0.10679412522853	-0.113268312741607	-0.166614608432847	-0.0867697546272944	0.0858749197055671	0.0432879094594718	0.0937384490996713	-0.0193127978732565
42	WT	04m.2	4	22.1	20.0	20.1	0.90950227	9.5	137224.0	0.8384672560842432	-0.022030904486719	0.172772930143684	-0.204493875905381	0.200876715698282	-0.261016995110082	-0.377019057859593	-0.0543734346186932	-0.0292092647314771	0.108714699090585	-0.222738858450443	-0.00958183822635906	-0.0985230075855377	-0.0940613990832469	-0.197483198286008	-0.0685936568465858	0.00765700313459462	-0.317773024106652	0.149410294314349	-0.103889948559102	0.13921584132681	-0.0631189620352861	-0.0938398855619413	0.185419774182142	-0.111395607453193	0.0399870704130271	-0.0112390757991878	0.12514037280708	0.0973317571450519	0.0164200847610487	-0.0460844356184013	0.131523807359932	-0.0964886103588788	0.0619022846538939	-0.112156358941106	0.0232428274474025	0.0338181529654452	-0.0647095923496037	-0.10330922207201	0.087639093316659	0.023613547392443	0.14923279120092	-0.122727895376788	-0.0165867264197044	0.0331837680750243	0.157821491729285	-0.0129924908610768	0.0217336818080239
43	WT	04m.2	4	24.1	18.2	18.9	0.7842323	24.48	104159.0	1.4478890073748174	-0.0760839777042422	0.0607759259954166	-0.204155117532035	-0.00392241299122333	-0.122608922558147	0.0711021595808846	-0.0223822112787607	-0.00576222472762322	0.0931514278588742	-0.115987702494091	0.170912236761084	0.149008595386026	0.223315208591307	-0.0781210285802289	0.151260913050287	0.115316966604778	-0.0904068771769604	0.0257098917802558	0.0786291587671974	0.0581526259934561	-0.187214012523958	-0.00951541938828581	0.207591866118916	0.126772705381705	0.068052691818236	0.01684771082554	-0.251396859661829	-0.31526886194863	-0.085752289446195	-0.011478457619505	0.164975489050152	-0.0635504756963147	-0.137079518557348	0.119464388340523	-0.109723514439042	-0.0387822125550655	0.106484460347327	0.133172216879388	-0.112722214990735	-0.0396613136113261	0.0821997370075562	0.070941732768762	-0.0469179872995109	0.0638231963625833	-0.129699107254275	0.0476681480059642	-0.0568509112330434
44	WT	04m.3	4	18.2	14.6	14.8	0.81318676	19.78	135913.0	1.7613251649178845	-0.108077509423397	-0.0463984458459021	-0.108202904674065	0.045727644357671	-0.0762626587442325	0.139180619294035	0.0393743566320592	0.117228170267748	0.0569383763183145	0.062411654255547	-0.111991265183039	-0.185455613400467	0.0631426107389714	0.152468249994396	-0.209321958137357	-0.028275097921974	-0.0871152172180067	-0.231098025321602	0.238385574236969	0.178888589515882	-0.106926721838284	0.110037437390614	0.0924630099296577	0.16651207220756	-0.0364089231907093	-0.0431890002207786	0.0190365461341298	0.00867504947181139	-0.00430859603291034	0.0289722981928755	0.0300117384916241	0.0532984175563717	-0.0178535646714915	-0.172138306922277	-0.130823857075835	-0.107050188240702	0.181447440659257	0.0418435665413404	-0.0863824113615541	-0.216794816011352	0.101336003852408	-0.0653842132650281	0.0495970530644701	0.021588370509141	0.0561711597775462	-0.0807896516667246	-0.0940789498168605
45	WT	04m.3	4	17.6	13.9	13.9	0.7897727	21.02	135514.0	1.4144092624262434	-0.0394489414627594	-0.0194707128921224	-0.202956731578611	-0.0990003329731129	0.105481206634968	0.0217497731140253	0.0810478548979842	0.116332699934579	0.0589801030980919	-0.100544301316303	0.124855980315174	-0.0476502143763035	0.104368649669488	0.026800617491502	-0.00709371341337182	0.256956575630347	0.0341616782379709	0.198586573866065	0.0537390387174517	0.114884784473052	0.153247445609767	0.0792114662661364	-0.104030602554129	0.00584712516470289	0.0320341406668427	0.073162434543447	0.238847118718034	0.110810207749651	-0.081762397799719	-0.0663825019598181	0.12393676252532	0.000179821509691367	-0.128452100083569	-0.179787899297707	0.0955864046733915	-0.0483175956183693	-0.183658516982447	-0.100047022756162	-0.0699277549638867	0.135142669756498	0.121274642945029	-0.0589855627202754	0.0968962520651842	-0.210228744132895	-0.0785908747106506	0.0110937736588423	0.0769263774929102
46	WT	04m.4	4	19.2	17.7	17.7	0.921875	7.81	129067.0	2.0277589508969553	0.0376657782355228	-0.0698276637872545	-0.0964424606828993	-0.0619880814870424	-0.142073602798983	-0.0732081031873818	-0.00451557942647775	0.00648478192926977	-0.0713056781015839	0.0835947102394395	-0.135963866624017	-0.0547058984317086	-0.030929555741163	-0.0280400370481859	-0.100365619926161	0.0346687443302568	0.106830898189806	-0.0867357265566617	-0.116246087023067	0.0316069551032312	0.305667408768631	-0.0479883518705011	-0.157491934824825	0.175556908929744	-0.21586048269258	0.145957574369135	-0.0453755966853991	-0.168253724842339	-0.0931047100726825	0.0576014819364707	0.0706630418463521	0.0564903232240727	0.0979879413944191	-0.141441133597328	-0.15597483962896	-0.0875016885380703	0.0644971269253536	0.097466701835595	0.00510980165370468	0.330168828931694	0.133094882825141	-0.0138258237079559	0.0235397631338532	-0.0596303206164305	0.130523567203012	0.152823427169695	0.15119299017462
47	WT	04m.4	4	17.8	16.5	16.5	0.9269663	7.3	126832.0	1.8493195177134727	-0.00153160819565405	-0.0672417627378212	-0.141335847947926	-0.101200668120796	-0.0299334976070209	-0.139987507424422	0.129786874857924	0.0177078162546187	-0.0580131808315753	0.179340198818802	0.0618064889036801	0.0564227562017977	-0.113067353537238	0.0439175858884848	-0.111998730514354	-0.0290648165422662	0.00971934963598065	0.0867450330403338	0.0701566567484613	0.0416691694752714	0.116995434452813	-0.143195047963359	0.132135816586428	0.071668070909521	-0.100491820509476	-0.192609003374	-0.110971782915014	-0.0666771627143309	0.142258936135305	0.00133038560365936	-0.144841059207591	-0.167557821205445	-0.128179606829626	-0.0872332595903217	-0.0301738374950046	-0.070817734464374	-0.183386486514766	0.133794887235059	0.147656699029764	-0.00559355016008455	0.00886460490115004	0.121071028115944	0.141103387323203	0.266457801638218	0.235573863393022	0.0171982586050711	0.0771623282384657
48	WT	12m.1	12	25.2	19.5	20.0	0.79365075	22.62	120919.0	1.3550381575315793	-0.0297358603097752	0.222469407649785	0.00897784559731729	-0.0886482225660641	0.0838774531428114	-0.106385574871307	-0.133308583969551	0.00326285562117842	-0.208783018330533	-0.0278429455746366	0.0354935342667978	-0.121552546150632	0.0833380581539902	0.193482300099819	0.129134930020318	0.00398250280512114	-0.168709344218017	-0.0523717447349298	-0.12547419828998	0.0184649037454321	0.00871860831924366	0.0758537592794255	-0.186025490744075	-0.12284441273529	-0.0427548128638596	0.0885409736845122	-0.244915226092862	-0.128472968911592	-0.0865942248177901	0.0384687289500559	-0.0748574753910122	-0.0584258080442258	-0.0441203016031381	0.0251262956614085	0.0513278962678734	0.197551393761378	-0.138720142440391	-0.0609606918729152	-0.121555436504927	-0.0661951735365811	0.105847775117179	0.00303813566447466	0.0738826322172978	-0.0311335780171585	0.037123905525198	-0.0349892866364406	0.171399738956385
49	WT	12m.1	12	27.0	24.4	24.6	0.9111111	9.63	130007.0	1.5254094427864024	0.0217584984922885	0.199020467482575	0.047371068771632	-0.0480932279042329	0.0107254884491267	-0.0327005230034522	-0.115898856706734	-0.157340747785076	-0.202317204309658	-0.00587706209287181	0.0697828542196181	0.140544627455921	0.203629838234166	-0.0444933462264012	0.0852361696475426	0.11222996434837	-0.0420511984121675	0.0799468762087458	0.0326789413911994	-0.0744155081336769	-0.0632887091130207	-0.0283425780350751	-0.0108803790188607	0.202676799697207	-0.0521995288675988	-0.202098241459053	0.120581189327926	0.111185358853103	-0.0837660176062299	0.0511136794528544	-0.0104708391494137	-0.026683435054455	-0.105404789548115	-0.118393201984788	0.00740448267782092	-0.25412226639526	0.0713667892667699	-0.000378807469326049	-0.015414135910964	0.0515905339612459	-0.0837225057202315	-0.0561785084493579	0.113916132511714	-0.00294191481668437	0.111103095750543	0.127464236774242	-0.129210386508779
50	WT	12m.2	12	19.2	17.5	17.5	0.9114583	8.85	121250.0	1.8098982148378786	0.186368223088749	0.142064176864906	0.0179345549644354	-0.116950327892118	0.103539616366743	-0.0816193399527616	0.0638312470029549	-0.0255799673067997	0.211678908229103	0.232985812703446	0.0400460146836466	-0.0482647870989452	0.0345922016315762	0.0303467797574734	0.0343871273845852	0.116834880926555	-0.150314566844551	-0.122817122685903	-0.0275969426992908	-0.229544632889888	-0.0208250640675045	0.0864378990096685	-0.00176292320883802	-0.0161184673529097	-0.0220659012497586	0.161946819650385	-0.0111152736034216	0.193955031180941	0.0161101251955415	0.124861492028347	-0.000190801789950033	-0.0641758523757971	-0.127709527749668	-0.0873217775431261	0.0386847599796612	0.0727563714661273	0.0365941679405983	0.0497906346532599	-0.0102369580747345	0.0804122412822368	-0.0955378356529489	-0.0311805963737709	-0.0540856165510279	-0.0540026627174173	0.0423868364986452	-0.0737652636925325	-0.165817268640006
51	WT	12m.2	12	21.0	15.0	15.5	0.7380952	28.57	129433.0	2.347731394249062	0.181148811504159	0.103889583019709	0.175078461061993	0.0168433312584737	-0.0299931478117841	-0.0100570433031711	0.0640592480881765	0.0596955780079341	0.125716402191488	0.205993917961069	-0.0294781216113919	-0.0036077854411817	0.116131258655571	-0.0827937159881193	0.0575462947328238	-0.301702628811209	-0.0197126602736249	0.0959662242056771	0.17592618134249	-0.110358523225295	0.0890288240773489	-0.0869356617996069	-0.127465351788904	0.0156081166275872	0.15498383306359	0.0965652092880165	-0.0774548003867542	-0.0667678286372147	0.120056171132445	-0.0245438841959734	0.0642616413733716	0.0335248908583095	-0.0435782713073176	0.107714875744855	0.142766449565091	-0.0371697255905364	-0.0534104645983232	-0.0462407550651935	-0.00796909227491413	0.0454719714035141	0.145441074794059	-0.0320969300840818	0.106079470257773	0.00136911648720287	0.0165596598483721	0.112560351407678	0.0186465412722958
52	WT	12m.3	12	24.4	21.0	21.1	0.86475414	13.93	120782.0	1.984253286468834	-0.0180118694511167	0.0745833929267598	0.0849143768105786	-0.0715215220095712	-0.120125371203385	0.0136146922837901	0.135632824840156	0.208169196206467	-0.0512363198293779	-0.135817677598866	-0.0382859043533055	-0.0559890462480271	0.0473418648556811	-0.139128516263533	0.111980569737853	0.0626306677452776	0.0748073766240255	0.0856719196475056	-0.0453257842796864	-0.192401942364382	-0.157670014985176	-0.0647554198972347	-0.104456088926013	-0.106950535725614	-0.162315892945044	-0.0498659274535288	-0.200281918038008	0.0700898257257215	-0.0607958929102513	0.0879460900358721	0.273383581269466	0.075241784084545	0.0694134428222061	0.0951069392464055	-0.0106047763142831	-0.0307477319021731	-0.102514765424437	0.137283564298316	-0.0229934286887607	-0.167840324556268	0.216631710625725	-0.0167481437358986	-0.232509851730783	0.0081657395599012	0.0603734653004502	0.131755545364537	0.00808842100236117
53	WT	12m.3	12	26.1	18.9	19.7	0.7547893	27.59	124336.0	1.7204730554539982	-0.0900043169523103	0.223412132969202	0.134039015007796	0.0413396064358649	-0.0528410165654095	0.0386070118875879	-0.0242418331839244	-0.0643360926834507	-0.135099545500854	-0.0828438203391463	-0.228189482295082	0.135101894336702	-0.0879586191446649	-0.123145027967165	-0.275008699073178	0.0743221194557685	0.00415982403111825	0.0936872173384142	0.218394393233274	0.0904625520994923	0.0352404534724844	-0.0798162437487024	-0.181086511802418	-0.0201303699446528	-0.183096293509651	0.0722095117626238	-0.123066514012127	0.0620415058110417	0.00541251019454699	0.0560913298213477	-0.0352674560687994	0.0829004321855437	-0.0622967580303181	-0.000300868967119319	-0.0233080002079464	0.0433043502500591	-0.0544531593868522	0.0488945110838605	-0.0223365798188382	0.0727041736467202	0.0343559576819354	-0.0194225797195534	0.00885057657556437	-0.065307511410967	-0.0878732359619433	-0.174097463178932	-0.0402348448014683
54	WT	12m.4	12	18.3	16.6	16.6	0.9071039	9.29	122464.0	1.4823541697135332	-0.10201091718704	0.231261378001375	-0.0146317326551748	-0.102604937632387	0.0902670826133119	-0.0396308852942939	0.0356547223036638	0.141127594700543	0.102993330195389	0.0150812997592332	-0.178629342280156	0.175490136516965	-0.0224302468332014	0.216489743685484	0.0100694312371563	-0.104448786531267	-0.0249521031788948	0.0260402624136432	-0.0768516321576547	0.126846096238013	-0.0927860770194077	0.143195370170245	0.0220322655802631	0.149853864474828	0.113087705849724	-0.0379010698376698	-0.0734891026159825	0.181269322621206	-0.0428013242323175	0.0850528212904313	-0.0655505733143387	-0.307164403135217	0.0897737992560902	0.272739289875737	-0.0200207968625095	-0.0732387880369589	-0.0553118406431206	-0.0881740063696949	0.00395797084781401	0.119777578273174	0.00970296315887963	-0.0532509627522762	-0.0138963401616247	-0.066568077050299	0.0157549650731252	0.0719415307015932	0.103511694940983
55	WT	12m.4	12	19.2	17.4	17.4	0.90624994	9.38	107164.0	1.2685048036006636	-0.076551382105848	0.215667002298208	0.0074732951324718	-0.103571573680243	0.17404225758649	-0.195019042044856	-0.00943441825045618	0.0163739982745131	-0.0568741878280697	0.0924937747739824	0.155067685570859	0.00963865269724665	-0.0349634661228354	0.149398341012852	0.0594779982558818	-0.189303690388159	-0.00508244713802135	0.0724229180724933	0.228980211715053	0.170370913358104	0.0644968170574949	-0.156583211930043	0.0680786209598008	-0.096813031633121	-0.111481099118508	0.0147785970939738	0.125887458727349	0.0155671794619269	-0.0559668434585508	-0.0442051744717249	0.160467423126592	-0.00927427451126851	-0.0104758730534602	0.0219978062741408	-0.0638820070040062	-0.100577027187335	0.0720354084713936	0.182223104466541	0.119285974909619	-0.0144788682879523	-0.024658242770315	-0.109167029649448	-0.232972191975935	-0.0443603406732682	-0.0533571388717953	0.0628594552384671	-0.162796171990709
56	WT	18m.1	18	24.2	20.6	20.8	0.85950404	14.88	133734.0	2.3166548301465957	0.18678518243306	-0.0139944488775441	-0.00355070223588936	-0.068899563256546	-0.0749664591234315	0.311768717605183	-0.111204147681377	0.0242100543814261	0.0739491442250585	-0.0334747998956314	-0.0380693857076644	0.13261197835509	-0.0431517078037499	0.234581428079338	-0.0211969374695154	-0.0807255558612779	-0.041639686263647	0.107600602925127	-0.0229714137894478	0.0718819243803168	0.0205324587709544	-0.10627784873006	0.016428023576182	-0.347094589545497	-0.00775341634882604	-0.0499719399863993	-0.0946387330125138	0.0205658244962325	0.0704205990986879	0.1617306304128	0.126686441834585	0.0332891521689981	-0.0193434263861928	-0.263496110043013	0.148338618261936	-0.0658080142338117	0.102436118333254	-0.195777785350043	-0.0665632065769412	0.173801638913906	-0.0967515254827047	-0.044462390045798	-0.158084582693223	0.0962512888979618	0.0401966749993594	0.143631434471073	0.0137991694675672
57	WT	18m.1	18	24.2	20.8	20.8	0.85950404	14.05	120228.0	2.4146335318733243	0.143755998004548	-0.0567321999905561	0.0669206688409307	-0.0050140775145752	-0.112083692952007	0.245863835456527	-0.063045354474954	-0.00457602359487561	-0.152429436087248	-0.00643771433622626	0.0155468981899253	0.0739033212602447	-0.00976826850242544	-0.0140772470911248	-0.0782196484298617	-0.119108226255783	-0.0751404435153473	0.107617394793841	0.11502398851379	0.157830601969304	0.253140068263293	0.062116950192094	0.0752850686986767	0.0343824077019184	0.153486312513271	-0.0126160751198035	0.0182587685308451	0.040881391873449	-0.0541018820310768	-0.0906822074556713	-0.0907949475584634	0.154080973046537	0.00933681877243842	0.0178143891739252	-0.028184388388806	0.0342304443996477	-0.137643308496012	0.112465101472304	-0.142810035711849	0.0293925246839175	0.237856141851455	-0.2135090329409	0.0100261909300983	0.0559291067271525	-0.0020759150028485	-0.0657634549182486	-0.0470769311911415
58	WT	18m.2	18	26.2	19.6	20.4	0.7786259	25.19	134673.0	1.8445246956796717	0.116305220438799	-0.0407765598255346	-0.0553137697905531	-0.0716621945212971	0.0259828253871553	0.129533832978949	-0.0869131486056504	-0.0525720036940685	-0.0846743872632466	-0.0162521882476227	0.114823787944245	0.157399275824637	0.0323094575053005	-0.0251438627496552	0.0762506342452448	-0.0994518475182248	-0.0388764183468769	0.104971371734879	-0.047187415015328	-0.00180945245213142	-0.0606844382365799	0.0783661429208328	-0.151755272117319	0.0784290678676806	0.100017745894774	-0.0286997200176638	0.0561550490427156	0.033129403301478	-0.15863997288544	0.19716365429463	0.0320908307848333	-0.0763448973009708	0.153502432673158	0.038382832617815	-0.0721406679839163	0.293788451916786	0.0370506523836895	0.162412902809269	-5.96954935922333e-05	-0.0696884873632561	-0.125157092283255	-0.166433335814265	0.176403743681502	0.11220449330174	0.119766233982212	0.0740512236342453	0.0376907331419
